track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
3vR6ivBSe0SWntHyEzh4X1,0.8190000000000001,0.845,4,-5.659,1,0.089,0.00166,0.0,0.0492,0.611,78.02
4AwjvpvIGK0vvIB2TJym3D,0.77,0.94,10,-2.9130000000000003,1,0.153,0.153,0.0,0.0551,0.698,82.76
5HOR3skey0qLfiTejqQ7KD,0.3939999999999999,0.779,5,-5.926,1,0.376,0.0207,0.0,0.365,0.654,79.335
3ZwxD4e9x04NYSw6XPuJYe,0.507,0.649,8,-7.127999999999999,0,0.28,0.0814,0.0,0.072,0.623,136.037
0AMsWm4pZWF0JrraOawTD9,0.6859999999999999,0.596,1,-5.188,1,0.129,0.532,0.0,0.3279999999999999,0.2689999999999999,96.155
62Rx9xRAPrUiugB7LLeI6Z,0.883,0.81,11,-6.982,0,0.183,0.0371,7.09e-05,0.6,0.922,156.834
5RDqj06z9J287XqeQgYZdb,0.774,0.586,10,-10.434,0,0.301,0.0234,0.000726,0.0562,0.642,85.075
3wIjnMkaSRsU2GAsHRtaXf,0.777,0.81,7,-4.968,1,0.0462,0.0192,0.0,0.0861,0.787,78.021
1BVTXeq3Hv4K1QamHvrt6A,0.818,0.633,2,-5.598,1,0.105,0.0192,1.47e-05,0.0444,0.8029999999999999,150.0
7bcsSzt2HasMWL2Kr7iyfH,0.87,0.608,10,-8.91,0,0.281,0.303,0.0,0.156,0.649,92.314
27YlMLaVRhOZZ6ba75iVB7,0.918,0.36,5,-9.952,0,0.275,0.0289999999999999,0.0,0.0799,0.243,91.959
3qMkFNfMueMebmOzh2fKhy,0.915,0.518,1,-13.501,1,0.32,0.0696,0.0,0.183,0.574,97.049
525yPO8r5J6kLostDxm3XK,0.752,0.82,2,-3.35,0,0.257,0.0339,0.0,0.0998,0.528,191.685
0SysExuJoYEHdmyzao1PO3,0.7559999999999999,0.532,6,-6.507999999999999,0,0.0934,0.072,0.0,0.0579,0.8690000000000001,149.975
164gjqAtz5Enj9tkbrCphL,0.8059999999999999,0.6940000000000001,1,-2.414,1,0.0308,0.0033299999999999,0.0,0.0841,0.2269999999999999,142.10299999999998
3R9qiUjvIuLYm1KWzh6E0L,0.675,0.607,11,-3.5380000000000003,1,0.161,0.0302,8.67e-06,0.3389999999999999,0.56,177.928
11bsPAgj8M9d035Oczo12m,0.82,0.514,11,-4.33,0,0.23,0.5329999999999999,0.0,0.214,0.78,150.041
2PuDoAM0gdidF1txIQFUkp,0.846,0.856,7,-5.14,1,0.176,0.00496,0.0,0.076,0.913,144.09
0jrz4ZQKCsC6h2vzqgHiEp,0.7709999999999999,0.621,1,-7.452999999999999,1,0.0376,0.0295,0.0,0.124,0.154,101.013
5KjeQtJQDFCMurnXYlpDz4,0.885,0.684,2,-7.376,1,0.214,0.228,0.0,0.115,0.7509999999999999,151.511
0J45lEzyh0cMdi4jPAp5xV,0.868,0.544,11,-4.784,1,0.196,0.214,0.0,0.1119999999999999,0.336,150.028
5FDXQVXYiLeXLwt11T2lcN,0.39,0.895,11,-4.419,0,0.444,0.0344,0.0,0.247,0.6459999999999999,85.40700000000001
1Q48AM3uKnWdZEN7UJng6R,0.916,0.462,7,-10.472,1,0.406,0.0602,0.0,0.347,0.7020000000000001,98.22
0iXXKoihooHII2wB7CPb5I,0.7390000000000001,0.725,6,-4.301,1,0.203,0.2269999999999999,0.0,0.0991,0.5820000000000001,162.06
1Mx8KJepMb2IwZyE4dYGme,0.797,0.738,1,-6.064,1,0.292,0.0329,0.0,0.0968,0.449,82.036
2hWKN5fCpkIWxBDrtFeBHc,0.713,0.877,1,-6.65,1,0.0399,0.0101,0.0,0.0957,0.818,159.997
7EbTPYTnPJnkcJn7bonvY3,0.741,0.866,7,-3.47,1,0.0354,0.0192,7.41e-06,0.0673,0.599,138.139
0Z2ke9CtxCONdyURCI3wIu,0.799,0.695,1,-6.085,0,0.258,0.0728,0.0,0.1,0.519,159.957
0P4wupoasH0Pj0cuvwaIwN,0.596,0.506,9,-10.08,1,0.355,0.0129,0.0,0.102,0.688,87.76100000000001
3Ey4LfRjPERWCWE3dhENPq,0.7959999999999999,0.71,6,-8.43,1,0.294,0.0113,0.00173,0.1889999999999999,0.762,172.14
2KdsPGSUXbSZyq4oiDOqAe,0.866,0.605,2,-6.972,1,0.37,0.152,0.0,0.372,0.723,86.196
1eYyfFDQJGRhQ55jlbtqrG,0.7929999999999999,0.596,7,-7.426,1,0.392,0.0303,1.17e-05,0.623,0.708,82.113
1Un1dsZkA9cfZMLOXOyUBc,0.768,0.7,1,-8.021,1,0.305,0.00185,0.0,0.0901,0.659,79.99600000000001
1Inq5p7LPUNq1W40hvTD7h,0.8270000000000001,0.6779999999999999,6,-12.854,0,0.0738,0.0031899999999999,0.0,0.108,0.8959999999999999,135.09
0YsNWdVVmu2fTq8iRNIePT,0.8859999999999999,0.618,0,-5.734,1,0.301,0.0847,0.0,0.1009999999999999,0.643,76.01899999999999
1wKXq2v6jbWPM2hH2uj0bx,0.8190000000000001,0.835,6,-3.788,0,0.263,0.0485,0.0,0.278,0.53,90.992
17Xg5u8fDHRJCw09JgycAD,0.8059999999999999,0.836,1,-5.696000000000001,1,0.251,0.0557,0.0,0.132,0.923,146.06799999999998
6Efmq0wDgijxWFdBkzIOvb,0.797,0.654,11,-6.946000000000001,0,0.248,0.0007769999999999,0.0,0.14,0.4639999999999999,80.007
5UWOfAY5jxIB8bcwwIEZMp,0.8270000000000001,0.647,1,-6.126,0,0.25,0.0126,0.0,0.406,0.748,167.90400000000002
2SqYQ6BszZsUTmdFgpNwgk,0.7290000000000001,0.792,6,-3.137,1,0.142,0.0617,0.0,0.223,0.698,157.993
3DahY4C9iRw0J1dt7Kh8Wr,0.618,0.836,9,-3.92,1,0.201,0.111,0.0,0.149,0.705,143.865
4ANjm2hzxA154u1slPxyeM,0.851,0.5660000000000001,1,-9.622,1,0.352,0.00621,0.000744,0.0595,0.517,170.03400000000002
5xGxl3Iux0worDz9tLbaDn,0.552,0.8390000000000001,2,-4.984,1,0.284,0.015,0.00404,0.258,0.569,89.07
2FZKZnPf8qTAGugiWEqMcA,0.865,0.8440000000000001,8,-4.946000000000001,1,0.311,0.0582,0.0,0.373,0.755,150.09
3b0dX6Q2lxp7OX5lFt0nba,0.865,0.841,7,-5.381,1,0.225,0.022,0.0,0.0714,0.674,91.982
3Of5Vvox7DstYj6oET5b2h,0.888,0.5770000000000001,1,-7.702000000000001,0,0.0612,0.0986,0.0,0.131,0.609,84.00299999999999
3Kd7feC47Vwtm0PeC0XBCK,0.524,0.635,9,-7.306,0,0.283,0.0147,0.0,0.2269999999999999,0.489,76.249
6FblKHY6mrOR3LQXeOQGeu,0.416,0.735,8,-5.391,1,0.4029999999999999,0.107,0.0,0.573,0.6970000000000001,108.159
3lapBUarXrq3pEUKMsHNFT,0.79,0.652,1,-4.762,1,0.147,0.0523,0.0,0.0911,0.5379999999999999,83.95
0yJhNVWztLIG6dFYi9aSg3,0.684,0.496,4,-9.317,0,0.267,0.0398,0.0,0.287,0.58,75.97399999999999
7foHBs2UUa9YX4UWQlOfiC,0.898,0.56,0,-8.891,1,0.1169999999999999,0.00238,0.0,0.108,0.465,146.458
331YbyNd4xRKm1VM8RXJ1A,0.705,0.89,6,-4.73,0,0.3289999999999999,0.0137,0.0,0.0758,0.653,169.917
5b0B7zOMqjeo0T35009HMr,0.6779999999999999,0.662,2,-6.379,1,0.172,0.0132,0.0,0.259,0.359,79.054
50jvqnM4qPR9RJwTY3IU7c,0.823,0.823,6,-4.972,0,0.13,0.00401,0.0,0.0438,0.8240000000000001,134.987
5uLZgToTLTRBXXcekii3Yo,0.738,0.625,3,-8.764,0,0.86,0.00215,0.0,0.065,0.721,172.04
22HHKuitrUbFh8nluddJoR,0.767,0.7040000000000001,10,-4.737,0,0.0636,0.0405,0.0,0.106,0.6779999999999999,92.133
0Sizq91V0brNa9RBpMfeOB,0.727,0.6609999999999999,6,-4.992,0,0.0731,0.355,0.0,0.3,0.511,84.97399999999999
6WCZBwvcS1qQKIwPjDUgAs,0.83,0.8290000000000001,10,-2.643,0,0.319,0.00809,1.06e-06,0.1889999999999999,0.688,186.093
5qKqRkWnRTXNVWbEOOmGxk,0.8859999999999999,0.6409999999999999,11,-7.263,0,0.263,0.0531,0.000542,0.113,0.489,111.649
4JqxdEkR2KWTBz7WB4fj3W,0.883,0.4029999999999999,5,-9.298,0,0.309,0.0166,1.64e-06,0.0902,0.5379999999999999,151.595
6ZZiibK0pvYdzA0V6Nf8Ag,0.8059999999999999,0.5870000000000001,9,-5.809,1,0.28,0.175,0.0,0.263,0.575,158.032
4LCYfudj0YePxgj0HbAnC9,0.835,0.792,4,-5.768,0,0.213,0.0202,0.0,0.0742,0.718,159.435
3iCCm2CiTl8ad818VFibjO,0.942,0.731,11,-6.539,0,0.182,0.0119,0.0,0.0645,0.583,138.843
3ORHRsAjOuvg0nbFhLhomW,0.7,0.518,4,-7.191,0,0.177,0.0471,0.0,0.1,0.542,75.973
3H6JUtLbiZh07T7GLiuTON,0.877,0.696,9,-2.296,0,0.138,0.0302,0.0,0.0478,0.747,102.055
6a0GRBATlIq4SRbBOPOA8V,0.622,0.318,0,-7.707000000000001,1,0.434,0.00978,0.0,0.273,0.524,90.985
0hHR7DwdbnMHPzfWRIOhny,0.8370000000000001,0.537,1,-8.052999999999999,1,0.174,0.1119999999999999,0.0039,0.0913,0.632,88.012
3rNF3QG3xFER9YditvdLgQ,0.604,0.818,9,-6.166,1,0.312,0.369,0.0,0.0565,0.6509999999999999,176.18099999999998
5rB2kidKHVVzPlmz25j23U,0.7659999999999999,0.33,8,-8.466000000000001,0,0.536,0.0814,0.000174,0.449,0.429,178.048
35haWP34BeUQO6g46iS9Ka,0.62,0.552,11,-8.818999999999999,0,0.37,0.0421,3.02e-06,0.613,0.623,87.781
7II7n1Qy5He7hs2Q9XIbYD,0.889,0.598,5,-5.096,0,0.35,0.0586,0.0,0.165,0.838,81.67699999999999
2d1qiSnmzS5jiAAss3Svbr,0.8859999999999999,0.471,11,-11.278,0,0.497,0.000346,0.0159,0.353,0.591,156.062
28hioqqNRQD0izp6KOXpoH,0.856,0.5,1,-10.697,1,0.285,0.00458,0.0019199999999999,0.0915,0.389,155.863
1krOGaThAoYZZ2qKUuif4t,0.845,0.5820000000000001,11,-10.667,1,0.348,0.0293,3.85e-05,0.1939999999999999,0.574,152.072
3hFUm642RKc84AhOz4GKwW,0.7829999999999999,0.4379999999999999,7,-12.123,1,0.173,0.00318,0.000235,0.0508,0.7809999999999999,89.921
4VeCg1rkHHiu1utqoNNUhH,0.823,0.5820000000000001,11,-9.644,1,0.3879999999999999,0.0177,0.0,0.0928,0.278,166.253
57Py9BTgsrGScQIXqbiaaT,0.8290000000000001,0.613,11,-6.831,1,0.0697,0.0637,6.1e-06,0.127,0.115,95.047
17DFL1ATHDLnvmjEwBqdI9,0.7829999999999999,0.828,5,-6.825,1,0.128,0.0309,0.0,0.089,0.754,155.965
712jeLmkHcf7Ruow0g0V6W,0.932,0.579,4,-8.586,0,0.2269999999999999,0.0419,0.0,0.284,0.647,123.974
7F8uVHZGTY9AabhTWVnr1T,0.946,0.67,7,-7.46,1,0.243,0.0258,7.33e-06,0.0582,0.238,98.575
1AUTYg8aLmAaUyXEbhuw8y,0.737,0.737,7,-5.34,1,0.057,0.00131,0.0,0.145,0.389,95.027
05vpswcCkiXX2egk5GBo2y,0.856,0.7070000000000001,6,-7.041,0,0.178,0.0917,0.0,0.306,0.7809999999999999,137.997
3R5G81gtoO5CcZlRCRKVLk,0.7759999999999999,0.4679999999999999,0,-8.35,1,0.144,0.00138,0.0,0.162,0.233,146.149
00e5UrNnUkBSKOPRUew6bG,0.695,0.583,5,-9.459,1,0.253,0.0252,0.0,0.122,0.292,83.916
2RsRY5npULtSFKQOe4MQxu,0.713,0.648,1,-6.27,1,0.125,0.121,1.99e-06,0.235,0.81,87.94200000000001
5OYCYTtQfrZ5LfikBChdGA,0.545,0.759,7,-9.721,1,0.36,0.00617,0.0,0.313,0.413,85.40899999999999
52WQhzeikd0FijngYTVPho,0.706,0.732,2,-5.377999999999999,1,0.2789999999999999,0.0523,0.0,0.246,0.625,85.00200000000001
15FMSxoPEkD7Nn4LwnR3yz,0.679,0.857,1,-3.14,1,0.306,0.121,0.0,0.271,0.695,83.176
5NLDqBWjQUdmmA9JDABiIb,0.815,0.552,4,-3.881,0,0.301,0.0723,0.0,0.324,0.5539999999999999,77.972
4RFlr5gH4GDQrYjpP2fXw6,0.49,0.597,11,-8.185,0,0.361,0.0468,0.0,0.321,0.391,77.66199999999999
5hLeMXj4iqVGxmDjTYKRzT,0.478,0.725,11,-3.739,0,0.263,0.000384,0.0,0.123,0.175,81.634
669diBOTrIfZzr12C9COHc,0.863,0.5489999999999999,7,-11.739,1,0.386,0.02,0.0,0.3429999999999999,0.772,152.041
0V0WtaKdSJIyRd6ODjF0hx,0.809,0.8590000000000001,9,-4.799,0,0.33,0.17,0.0,0.119,0.769,78.013
4Decn23R5mhMoNnX9RPHQa,0.774,0.7659999999999999,4,-5.558,1,0.3339999999999999,0.034,0.0,0.0736,0.654,170.018
5ycTwkLUFRzuTgULpzcSHM,0.7559999999999999,0.365,1,-14.252,0,0.348,0.151,0.000338,0.222,0.64,159.882
1X7MT6osfvC9JEZSPnsYrP,0.7929999999999999,0.6759999999999999,4,-10.332,1,0.281,0.0865,9.59e-06,0.304,0.499,94.002
4OGupqrF7u7wM4yLRMpL0p,0.898,0.381,4,-15.538,0,0.278,0.42,1.99e-05,0.11,0.8340000000000001,150.154
30JqbTM4GBcSXHuJYeKJjI,0.728,0.615,4,-8.888,0,0.283,0.0194,1.12e-06,0.0768,0.523,82.976
7IfywdSxY0okFji12beS6Y,0.784,0.419,9,-14.231,1,0.271,0.179,0.0482,0.4,0.5479999999999999,78.908
6ld0SjdFPdZtoWBxzn0Ytp,0.6920000000000001,0.674,2,-5.523,1,0.292,0.0022,0.0,0.359,0.5,79.925
1kmdxgEGbd0BsJcqnNQXT6,0.757,0.737,7,-5.414,1,0.244,0.29,0.0,0.106,0.838,83.226
6VixF2QhUqNgcbH9SujeiQ,0.8390000000000001,0.637,2,-9.563,1,0.268,0.012,0.0009939999999999,0.0622,0.475,79.942
0Rqcf7GwEOIFg5VFMNIzHF,0.402,0.488,9,-9.37,0,0.179,0.0146,5.73e-06,0.0429,0.37,79.821
5NPv7MhqawQbvqXd0BiJzm,0.88,0.456,11,-10.904000000000002,0,0.335,0.0278,0.0,0.595,0.588,81.95
7pcm6L3cgpfBB74H0btIkB,0.784,0.482,4,-10.948,0,0.0527,0.0614,2.46e-05,0.0935,0.728,130.988
2y06yEj8JnxUSlXuwLP4rJ,0.599,0.804,9,-10.233,1,0.432,0.069,0.0,0.0565,0.639,156.453
6zP0ipJNBVe3G9gtmtcdWl,0.586,0.488,6,-9.155,1,0.402,0.0125,0.0,0.0404,0.594,87.02799999999999
2p5pUs6LU2GZNVb9FCNtar,0.653,0.525,2,-11.886,1,0.2319999999999999,0.00934,0.0,0.074,0.475,82.992
0HOqINudNgQFpg1le5Hnqe,0.785,0.7929999999999999,1,-7.915,1,0.163,0.22,0.718,0.124,0.655,88.902
5PONCrsJnRyMsHBsnUS6I9,0.687,0.858,7,-6.471,1,0.237,0.0141,0.0,0.158,0.3979999999999999,87.869
59Eo4gTUz4NpKbVoLFbwEj,0.795,0.522,5,-7.806,0,0.174,0.111,0.0,0.359,0.634,84.021
59R1Pv7IfNDHU76u6eD6yW,0.79,0.441,1,-10.359000000000002,1,0.298,0.00421,0.00311,0.105,0.408,80.10300000000001
5AvCe7MaFiRZ5sPlrW8Stb,0.755,0.6859999999999999,11,-8.09,0,0.157,0.00547,0.0,0.22,0.516,82.015
7qIFsTE3QUpHBUMhhzX5VM,0.8140000000000001,0.648,10,-9.489,0,0.469,0.113,4.96e-06,0.7659999999999999,0.7290000000000001,80.788
5odFKr8lDYmdSyA1K4XDJF,0.753,0.6629999999999999,6,-9.969,0,0.327,0.0407,0.0,0.0541,0.853,165.549
7fOa2YngldFhZpkPpQVwpb,0.8109999999999999,0.502,10,-12.377,0,0.239,0.0778,0.00952,0.374,0.759,137.81
2PAAtJMAcw8C6ayNfy2zVH,0.8,0.581,4,-12.469,1,0.352,0.397,0.00488,0.18,0.794,166.043
0hPFPELRHZetjzU7dIaBqj,0.883,0.497,1,-13.130999999999998,1,0.299,0.386,0.0028699999999999,0.107,0.544,82.973
05xbEV5M8DAQmhFKKlHaDd,0.855,0.698,2,-9.0,1,0.331,0.175,0.0,0.6509999999999999,0.5329999999999999,92.888
62BoHRGSeDnRd4wMn2DUTp,0.7809999999999999,0.57,2,-9.92,1,0.37,0.0255,0.0,0.11,0.179,90.817
3MF3HJ5dmKm8SiVKXAsQsR,0.733,0.5760000000000001,8,-8.706,0,0.081,0.159,1.24e-06,0.0955,0.68,81.874
6yYnde58z3wfPjJnljXwe0,0.841,0.665,0,-10.595999999999998,1,0.158,0.0189,4.73e-05,0.313,0.595,90.056
02UC06EU3bbApTs9lsNzFC,0.745,0.711,7,-8.452,1,0.0875,0.407,0.0,0.1369999999999999,0.665,87.999
23RPwjKyCosT5s3X7XzgV9,0.8590000000000001,0.653,11,-9.715,0,0.2789999999999999,0.00694,0.0,0.0973,0.629,91.903
6wIV0D0hoKdeDBoXtuyXIF,0.711,0.821,2,-8.604,1,0.285,0.0152,0.0,0.2289999999999999,0.547,88.66
3iJAVlE8t4sDr62waZGWzX,0.809,0.7979999999999999,11,-5.587000000000001,0,0.0516,0.0353,0.0,0.154,0.943,149.803
7rAeopZxC8VS7qrQgcVeJH,0.733,0.807,1,-5.996,1,0.186,0.0579999999999999,0.0,0.0922,0.621,79.91199999999999
1oyU3zCBIVREo7RmTVAyBL,0.809,0.675,11,-5.43,0,0.133,0.0203,6.47e-06,0.0601,0.787,150.004
44ujgZOk7wnISLDb1QAENY,0.812,0.612,6,-7.832000000000001,0,0.212,0.233,0.0,0.134,0.679,146.047
1Wwo1O8g9u59diHJg7fHBy,0.877,0.659,2,-5.553999999999999,1,0.336,0.165,0.0,0.486,0.6940000000000001,85.912
3JXLO03HcIKzIB1xuDSDrR,0.931,0.534,6,-7.058,0,0.322,0.0411,0.0,0.162,0.517,97.979
2z8tZ7BZ1GzFIlaPt5qWKx,0.846,0.5479999999999999,1,-9.875,1,0.605,0.415,0.0,0.286,0.7509999999999999,138.02
14ZeVc6AqpEt29RN8IH72x,0.941,0.828,11,-5.964,1,0.152,0.00509,0.0,0.0959,0.961,127.983
1sI0LMtBNktdYtgGMyU9CI,0.721,0.5489999999999999,5,-10.98,1,0.186,0.138,2.3e-06,0.121,0.497,170.127
6g9jxAZz5pFxafWle0uxY8,0.725,0.311,10,-14.720999999999998,0,0.365,0.247,9.1e-05,0.114,0.4629999999999999,78.962
15Do6dBAo047mXWPRqChtS,0.667,0.539,8,-12.042,0,0.2269999999999999,0.139,4.15e-06,0.0506,0.413,78.123
408auwR6AlpKxDyJVpwdyC,0.794,0.695,5,-7.045,0,0.245,0.0182,0.00156,0.0972,0.774,80.999
0Uu8BPsWQGZk5AiRN3uBwn,0.927,0.679,11,-5.4110000000000005,0,0.363,0.0471,0.0,0.0479,0.371,101.181
0oipDSP2WW7wf5NeEjVxgK,0.927,0.495,4,-8.777999999999999,0,0.304,0.0689,8.62e-05,0.0826,0.618,96.372
6gQvUs5abDFspk9LAlCfKa,0.8290000000000001,0.484,9,-11.038,1,0.337,0.201,0.0,0.142,0.384,93.539
4xL5ytWp07oOvYRtcN4ehe,0.7929999999999999,0.7040000000000001,6,-8.413,1,0.298,0.0114,0.00191,0.23,0.773,172.128
5LPcIeLf5X05un3LLHWth5,0.825,0.742,7,-6.944,1,0.146,0.0123,0.0,0.0737,0.675,92.041
5Ix3DtIEWBTgkmQwkJ2JLX,0.773,0.5720000000000001,7,-8.395,1,0.233,0.0217,0.0,0.278,0.6779999999999999,82.02
4FsWYwoqvN11yFTvJOuRf5,0.7340000000000001,0.5589999999999999,5,-9.882,1,0.307,0.0862,1.98e-05,0.207,0.912,176.08
4ZS2QVf0MLrO34LCDiiJ1T,0.913,0.451,9,-7.86,0,0.175,0.0161,2.36e-06,0.107,0.6459999999999999,93.211
51UVuDbX8WqHyn2ga4dsyG,0.8079999999999999,0.728,1,-4.658,0,0.21,0.00307,0.0,0.413,0.672,167.889
4VJEgV3CAmfGANrhtRpCpM,0.7240000000000001,0.795,2,-5.34,1,0.0823,0.0891,2.44e-06,0.3389999999999999,0.573,91.313
1KLhUURHRl72xGO5A94lme,0.7879999999999999,0.451,1,-9.313,1,0.318,0.118,0.0,0.134,0.302,89.97
1Xunvmk47Mju6oZlgzm2Ty,0.926,0.4529999999999999,7,-5.921,1,0.109,0.0008619999999999,5.95e-05,0.124,0.3929999999999999,138.004
2ohf5urBpT8bieYr8kq3kt,0.484,0.69,6,-6.339,1,0.316,0.00757,0.0,0.181,0.657,80.862
4U3JMDnjnUKggATEp7NryT,0.645,0.4579999999999999,1,-8.064,1,0.176,0.0005059999999999,0.0,0.108,0.207,145.963
6utJPGnUAGkW7qRaYpoasi,0.8059999999999999,0.6659999999999999,0,-5.755,1,0.1169999999999999,0.026,0.0,0.72,0.5710000000000001,131.939
6cTGIsgnvU6Uz7AwfuVq64,0.722,0.767,6,-5.468999999999999,1,0.2269999999999999,0.0235,0.0,0.1669999999999999,0.6970000000000001,78.737
3JJ3RegwBPhDSbhZlt9sCh,0.531,0.657,11,-7.388,1,0.4539999999999999,0.109,1.87e-05,0.3279999999999999,0.4639999999999999,138.513
7GZ6edN5wxF9icp7wIUoR8,0.8909999999999999,0.7440000000000001,1,-8.562999999999999,1,0.402,0.0326,0.0,0.151,0.483,91.068
559cZxWbBgXPonNmdxQJne,0.716,0.8109999999999999,9,-7.909,0,0.141,0.355,0.0,0.168,0.564,88.992
3NitY3eL3TjRvPlQWjaclz,0.652,0.5539999999999999,0,-5.782,1,0.433,0.126,0.0,0.409,0.58,170.11700000000002
4C9VvaZodMeykzNlr5KtCF,0.599,0.738,0,-7.217,0,0.341,0.284,0.0,0.492,0.753,168.222
5yd79zJqlkY7YiwN8VPmoJ,0.763,0.66,1,-6.79,1,0.124,0.611,0.0,0.346,0.521,90.023
4OPP6Nzkf60dpjbfRheELe,0.8420000000000001,0.64,8,-8.258,0,0.245,0.332,0.00039,0.0927,0.62,140.338
76dZuMVXjIyLPRLv00skGd,0.847,0.667,6,-5.7,1,0.17,0.0869,0.0,0.4429999999999999,0.7070000000000001,77.492
0r2Bul2NuCViraT2zX1l5j,0.521,0.625,1,-7.47,1,0.067,0.0301,0.0,0.121,0.136,101.019
5r29mFrurlVBbqJzjr2XW6,0.8590000000000001,0.625,9,-4.234,0,0.13,0.0296,0.0,0.0537,0.71,102.072
0Aqlt4N5h6rUtKnd09VXpr,0.863,0.514,4,-7.242999999999999,0,0.249,0.0419,0.0,0.301,0.843,82.985
5wvxRlpUTSX9CE52yFZsIY,0.8490000000000001,0.476,0,-10.479,1,0.445,0.0966,0.0,0.105,0.48,83.21
60TbmViml7n1jUZksLR7Mq,0.862,0.6679999999999999,1,-5.181,0,0.198,0.00605,0.0,0.156,0.532,84.809
6C5hEhWg9UUPaxdmXQUjeq,0.831,0.6629999999999999,11,-6.36,0,0.336,0.0791,0.0,0.18,0.642,145.941
5jKeeam03JIlhGCLGw9IFa,0.774,0.64,3,-5.336,0,0.347,0.046,0.0,0.191,0.5429999999999999,139.988
4ZjwZxHFro05u2CvZUYCCs,0.718,0.7859999999999999,8,-6.515,1,0.133,0.457,0.0,0.0431,0.609,81.445
2bLqfJjuC5syrsgDsZfGmn,0.731,0.807,3,-6.492000000000001,0,0.1,0.181,0.7509999999999999,0.319,0.765,114.759
5KSJ9k1FYjFLnIRlJT2wF8,0.679,0.509,4,-7.31,1,0.0617,0.0856,0.0,0.4379999999999999,0.534,144.29
0AA6zq5ArZ1sSH7VIMi4NK,0.621,0.6,8,-6.349,1,0.5760000000000001,0.2769999999999999,0.0,0.495,0.485,80.021
3Gf5nttwcX9aaSQXRWidEZ,0.85,0.7,7,-6.49,1,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
3qcz0cF9gw6D2I6GgBHMcA,0.831,0.425,0,-9.404,1,0.0819999999999999,0.0592,0.00311,0.135,0.43,148.082
4xAk8Lw82G3YoVSOdVAsBx,0.866,0.4539999999999999,0,-9.383,1,0.0414,0.0373,1.49e-06,0.275,0.368,99.985
7xJl2SNQT9ZqgXpiPXprnr,0.502,0.685,10,-6.835,0,0.346,0.0798,0.0,0.0728,0.313,103.239
1YXYUxukckA5LLnPe90AlS,0.748,0.706,1,-9.959,1,0.275,0.336,1.01e-06,0.437,0.6629999999999999,80.884
0xzgKue9yMCG1K7fj30xIx,0.625,0.885,11,-5.61,0,0.352,0.1369999999999999,0.0,0.163,0.7120000000000001,159.961
5aC5KtkmNBfX1iFX4EVfCO,0.742,0.627,4,-8.921,0,0.326,0.316,0.0,0.168,0.586,81.04
5Tc1KlDWyRnLLXL1y6ufsM,0.657,0.853,1,-4.757,0,0.252,0.17,0.0,0.0956,0.746,173.06599999999997
0x9HPHvbIAySJlZU00cmNp,0.825,0.6829999999999999,0,-7.565,1,0.1939999999999999,0.0238,0.00139,0.135,0.595,140.17
5TpaWJKnuyA4MjzAbFXSTQ,0.772,0.7240000000000001,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038
4mm8a4NFLKVzciUJkCPWrL,0.8009999999999999,0.588,1,-7.386,0,0.2339999999999999,0.0087599999999999,0.0,0.401,0.447,82.01799999999999
3iujdhEEObcf6u8NHz1nBo,0.784,0.637,2,-4.227,0,0.281,0.0342,0.0,0.283,0.747,77.85600000000001
7vgIM49wiRCUMxUR2DRs9O,0.944,0.937,6,-5.089,1,0.0704,0.0087,0.0,0.457,0.948,136.05
3VGC6YgNzDNztxmo5osBAX,0.563,0.523,10,-7.064,0,0.3379999999999999,0.0931,2.52e-05,0.0505,0.436,179.512
24SxcZVgyzTkpJuV9m9gEr,0.505,0.879,5,-6.352,1,0.264,0.479,0.0,0.1989999999999999,0.68,170.241
5SV9SnHkuHMh446QsgQtry,0.542,0.946,6,-4.279,1,0.3779999999999999,0.0346,0.0,0.3229999999999999,0.509,146.7
4T4MW44Qmowo4qM3KwkVsU,0.664,0.69,6,-8.65,0,0.29,0.0375,0.0011099999999999,0.28,0.764,151.583
7kndgH8ivxIQ8PNDOrtAbW,0.84,0.789,6,-3.909,0,0.377,0.0983,0.0,0.144,0.7929999999999999,84.06
1y6e9wIOb6FBwH13erkDwO,0.7759999999999999,0.647,4,-9.77,0,0.299,0.144,7.43e-05,0.0567,0.649,85.62299999999999
7r9rJH4Vb95JT3o8RMAyNI,0.8059999999999999,0.624,4,-3.0860000000000003,1,0.391,0.111,0.0,0.0831,0.745,79.008
0r4wOGAdRfCJyaognMP44R,0.782,0.718,1,-4.277,1,0.111,0.00834,0.0,0.163,0.6409999999999999,104.067
0ARK753YaiJbpLUk7z5yIM,0.727,0.552,2,-8.074,0,0.14,0.2269999999999999,0.000164,0.198,0.607,168.18900000000002
3IRJnaxGHSnrCCnPhe3Y18,0.725,0.6,1,-7.852,0,0.423,0.0107,0.0,0.35,0.4539999999999999,106.223
08raaAH8Ayehvh1Cdd71jB,0.631,0.701,9,-6.952000000000001,1,0.312,0.0163,0.0,0.217,0.632,178.00599999999997
7irn6kVaWJuJDFAOzuBtp6,0.835,0.894,4,-4.463,0,0.226,0.206,0.0,0.122,0.688,84.00299999999999
1GmNuVDIivZS8Kr9VynY8h,0.82,0.835,2,-5.516,1,0.285,0.0727,0.0,0.147,0.482,86.90899999999999
